,physical_error_rate,lattice_size,rounds,logical_error_rate,time,type
94,0.02,13,177.22222222222223,0.062,9.816905374987982,global
95,0.02,13,177.22222222222223,0.0625,9.816905374987982,parallel
96,0.02,13,201.11111111111111,0.075,11.468589166004676,global
97,0.02,13,201.11111111111111,0.0765,11.468589166004676,parallel
98,0.02,13,225.0,0.073,13.582773917005397,global
99,0.02,13,225.0,0.078,13.582773917005397,parallel
100,0.02,15,10.0,0.003,0.21054741699481383,global
101,0.02,15,10.0,0.003,0.21054741699481383,parallel
102,0.02,15,33.888888888888886,0.006,0.7416242079925723,global
103,0.02,15,33.888888888888886,0.006,0.7416242079925723,parallel
104,0.02,15,57.77777777777778,0.013,2.761439708992839,global
105,0.02,15,57.77777777777778,0.013,2.761439708992839,parallel
106,0.02,15,81.66666666666667,0.0105,4.845861957990564,global
107,0.02,15,81.66666666666667,0.011,4.845861957990564,parallel
108,0.02,15,105.55555555555556,0.021,6.882823417021427,global
109,0.02,15,105.55555555555556,0.0215,6.882823417021427,parallel
110,0.02,15,129.44444444444446,0.0295,7.528528416994959,global
111,0.02,15,129.44444444444446,0.0305,7.528528416994959,parallel
112,0.02,15,153.33333333333334,0.022,9.770348125020973,global
113,0.02,15,153.33333333333334,0.023,9.770348125020973,parallel
114,0.02,15,177.22222222222223,0.0305,11.972042290959507,global
115,0.02,15,177.22222222222223,0.0305,11.972042290959507,parallel
116,0.02,15,201.11111111111111,0.0365,14.341448666993529,global
117,0.02,15,201.11111111111111,0.0375,14.341448666993529,parallel
118,0.02,15,225.0,0.032,16.679847666993737,global
119,0.02,15,225.0,0.033,16.679847666993737,parallel
120,0.02,17,10.0,0.0015,0.2722503339755349,global
121,0.02,17,10.0,0.0015,0.2722503339755349,parallel
122,0.02,17,33.888888888888886,0.0045,0.959062708017882,global
123,0.02,17,33.888888888888886,0.0045,0.959062708017882,parallel
124,0.02,17,57.77777777777778,0.0055,3.8350256659905426,global
125,0.02,17,57.77777777777778,0.0055,3.8350256659905426,parallel
126,0.02,17,81.66666666666667,0.0065,4.531549957988318,global
127,0.02,17,81.66666666666667,0.007,4.531549957988318,parallel
128,0.02,17,105.55555555555556,0.014,7.598111083032563,global
129,0.02,17,105.55555555555556,0.014,7.598111083032563,parallel
130,0.02,17,129.44444444444446,0.012,10.745630457997322,global
131,0.02,17,129.44444444444446,0.012,10.745630457997322,parallel
132,0.02,17,153.33333333333334,0.017,14.781056583975442,global
133,0.02,17,153.33333333333334,0.018,14.781056583975442,parallel
134,0.02,17,177.22222222222223,0.0175,15.970155958028045,global
135,0.02,17,177.22222222222223,0.0185,15.970155958028045,parallel
136,0.02,17,201.11111111111111,0.019,18.28305679099867,global
137,0.02,17,201.11111111111111,0.0195,18.28305679099867,parallel
138,0.02,17,225.0,0.013,21.878421999979764,global
139,0.02,17,225.0,0.014,21.878421999979764,parallel
